size,sample,time_naive,time_better,time_blas
310,1,0.020000,0.020000,0.010000
310,2,0.020000,0.020000,0.020000
310,3,0.020000,0.010000,0.020000
310,4,0.020000,0.020000,0.010000
310,5,0.020000,0.020000,0.020000
310,6,0.020000,0.010000,0.020000
310,7,0.020000,0.020000,0.010000
310,8,0.020000,0.010000,0.020000
310,9,0.020000,0.020000,0.010000
360,0,0.040000,0.020000,0.060000
360,1,0.030000,0.050000,0.020000
360,2,0.040000,0.020000,0.020000
360,3,0.040000,0.020000,0.020000
360,4,0.030000,0.020000,0.040000
360,5,0.030000,0.030000,0.020000
360,6,0.030000,0.040000,0.050000
360,7,0.060000,0.020000,0.020000
360,8,0.040000,0.020000,0.030000
360,9,0.030000,0.020000,0.020000
410,0,0.050000,0.040000,0.040000
410,1,0.050000,0.030000,0.040000
410,2,0.050000,0.040000,0.030000
410,3,0.050000,0.040000,0.030000
410,4,0.050000,0.040000,0.030000
410,5,0.050000,0.040000,0.030000
410,6,0.050000,0.030000,0.040000
410,7,0.050000,0.030000,0.040000
410,8,0.050000,0.030000,0.040000
410,9,0.050000,0.040000,0.030000
460,0,0.080000,0.050000,0.050000
460,1,0.070000,0.050000,0.050000
460,2,0.080000,0.050000,0.050000
460,3,0.070000,0.050000,0.050000
460,4,0.070000,0.050000,0.050000
460,5,0.100000,0.050000,0.050000
460,6,0.070000,0.050000,0.050000
460,7,0.070000,0.050000,0.080000
460,8,0.070000,0.050000,0.050000
460,9,0.070000,0.050000,0.050000
510,0,0.720000,0.070000,0.070000
510,1,0.750000,0.070000,0.060000
510,2,0.740000,0.070000,0.060000
510,3,0.770000,0.070000,0.060000
510,4,0.720000,0.090000,0.070000
510,5,0.730000,0.060000,0.090000
510,6,0.750000,0.070000,0.070000
510,7,0.810000,0.090000,0.060000
510,8,0.720000,0.060000,0.070000
510,9,0.720000,0.070000,0.070000
560,0,0.130000,0.100000,0.090000
560,1,0.140000,0.090000,0.100000
560,2,0.140000,0.100000,0.080000
560,3,0.130000,0.090000,0.080000
560,4,0.130000,0.090000,0.090000
560,5,0.140000,0.090000,0.090000
560,6,0.140000,0.090000,0.090000
560,7,0.160000,0.090000,0.090000
560,8,0.140000,0.090000,0.090000
560,9,0.130000,0.090000,0.090000
610,0,0.170000,0.130000,0.110000
610,1,0.190000,0.130000,0.110000
610,2,0.170000,0.120000,0.110000
610,3,0.170000,0.120000,0.110000
610,4,0.170000,0.120000,0.130000
610,5,0.170000,0.120000,0.110000
610,6,0.170000,0.120000,0.110000
610,7,0.200000,0.120000,0.120000
610,8,0.170000,0.130000,0.110000
610,9,0.190000,0.120000,0.120000
660,0,1.150000,0.160000,0.140000
660,1,1.130000,0.180000,0.150000
660,2,1.140000,0.160000,0.170000
660,3,1.090000,0.160000,0.140000
660,4,1.140000,0.150000,0.150000
660,5,1.100000,0.160000,0.140000
660,6,1.160000,0.160000,0.140000
660,7,1.160000,0.160000,0.140000
660,8,1.120000,0.150000,0.140000
660,9,1.160000,0.150000,0.140000
710,0,0.270000,0.190000,0.170000
710,1,0.280000,0.200000,0.180000
710,2,0.300000,0.210000,0.190000
710,3,0.290000,0.210000,0.180000
710,4,0.290000,0.200000,0.190000
710,5,0.290000,0.210000,0.180000
710,6,0.290000,0.200000,0.180000
710,7,0.280000,0.200000,0.170000
710,8,0.280000,0.190000,0.170000
710,9,0.280000,0.200000,0.180000
760,0,0.350000,0.240000,0.210000
760,1,0.360000,0.290000,0.220000
760,2,0.370000,0.240000,0.250000
760,3,0.370000,0.260000,0.230000
760,4,0.380000,0.260000,0.240000
760,5,0.380000,0.260000,0.230000
760,6,0.360000,0.270000,0.240000
760,7,0.360000,0.240000,0.220000
760,8,0.350000,0.240000,0.230000
760,9,0.360000,0.260000,0.220000
810,0,0.430000,0.290000,0.270000
810,1,0.420000,0.300000,0.270000
810,2,0.440000,0.330000,0.260000
810,3,0.420000,0.300000,0.260000
810,4,0.430000,0.300000,0.270000
810,5,0.420000,0.400000,0.270000
810,6,0.430000,0.310000,0.260000
810,7,0.430000,0.310000,0.260000
810,8,0.430000,0.310000,0.270000
810,9,0.430000,0.310000,0.270000
860,0,0.520000,0.360000,0.340000
860,1,0.520000,0.370000,0.320000
860,2,0.520000,0.350000,0.310000
860,3,0.520000,0.370000,0.320000
860,4,0.540000,0.360000,0.310000
860,5,0.520000,0.340000,0.310000
860,6,0.510000,0.380000,0.320000
860,7,0.540000,0.370000,0.310000
860,8,0.510000,0.350000,0.320000
860,9,0.520000,0.340000,0.330000
910,0,0.620000,0.460000,0.370000
910,1,0.620000,0.430000,0.370000
910,2,0.630000,0.450000,0.380000
910,3,0.610000,0.420000,0.370000
910,4,0.640000,0.460000,0.370000
910,5,0.620000,0.440000,0.380000
910,6,0.610000,0.470000,0.380000
910,7,0.620000,0.540000,0.490000
910,8,0.630000,0.540000,0.430000
910,9,0.610000,0.430000,0.380000
960,0,0.770000,0.560000,0.460000
960,1,0.800000,0.540000,0.440000
960,2,0.780000,0.570000,0.450000
960,3,0.760000,0.520000,0.440000
960,4,0.780000,0.540000,0.440000
960,5,0.790000,0.540000,0.430000
960,6,0.800000,0.560000,0.450000
960,7,0.770000,0.530000,0.450000
960,8,0.770000,0.550000,0.450000
960,9,0.760000,0.520000,0.470000
1010,0,0.860000,0.700000,0.530000
1010,1,0.860000,0.650000,0.530000
1010,2,0.850000,0.660000,0.550000
1010,3,0.860000,0.620000,0.520000
1010,4,0.850000,0.710000,0.520000
1010,5,0.880000,0.690000,0.520000
1010,6,0.880000,0.600000,0.520000
1010,7,0.950000,0.810000,0.580000
1010,8,0.930000,0.690000,0.520000
1010,9,0.920000,0.690000,0.510000
